,feature,class
433,"[-5.3817755e+02  9.3702339e+01 -2.0074575e+00  2.7451496e+01
  8.5650644e+00 -9.3830270e-01 -3.3888714e+00  1.4486672e+01
 -1.0027844e+01  1.8246682e+00 -4.9509568e+00  1.4500907e+01
 -1.2480499e+01  7.6224771e+00 -1.0085717e+00  1.8945161e+00
  3.2523170e-01  4.3576589e+00 -1.2333922e+00  5.5760746e+00
  2.4419205e+00  7.1542773e+00 -3.0399933e+00  6.6131487e+00
  3.5049834e+00  4.8623687e-01  5.7537270e+00  3.4720774e+00
 -1.0302284e+00  1.5966270e+00 -1.1497927e+00  4.6228629e-01
 -7.3480779e-01  3.8191552e+00  1.4548980e+00  3.2311032e+00
  1.6142516e+00  3.1594360e+00  3.6825461e+00 -3.9769137e-01]",Anxious
434,"[-417.0484      102.71516       2.318215     21.024282    -25.553293
    9.311677     -4.1130576    13.4464855   -11.925565      2.2028956
   -0.78688884    2.9404716   -12.282917      8.287707     -7.7464437
   -0.96807927   -5.6745596     2.5866249    -5.9949694    -2.2050228
   -2.8453953    -1.0127141    -8.655787      2.0631847    -4.0533605
   -6.157855     -3.8394506    -3.0601904    -3.6346822    -2.3115783
   -4.718046     -1.7628926    -7.0377645    -1.3313831    -6.715441
   -3.0534031    -2.348505     -1.3493034     2.1274936     2.0439205 ]",Anxious
435,"[-460.96887     105.08053       7.219548     21.532173    -14.4522085
   10.038528     -6.6612563    18.527111    -14.744962      3.5861402
    0.98508346    4.2798185    -8.177276      5.5461855   -11.206948
    3.7974005    -2.8643148     3.432834     -6.6906037    -1.3030562
   -5.812607      1.4952583    -6.9502583    -3.135315     -8.292722
   -4.2252564    -3.266146     -1.9852607    -3.163001     -3.5190616
   -2.3900676    -1.8026581    -3.1822948    -1.8872509    -4.62727
   -0.6442272    -1.9772037    -3.3614805    -1.0967776     0.67355883]",Anxious
436,"[-5.1320673e+02  6.2213642e+01  1.3154597e+01  2.4036768e+01
 -3.0174520e+00  7.2389212e+00 -8.5338879e+00  7.3982077e+00
 -2.0136120e+01  4.0147963e+00 -7.5088782e+00  2.8400524e+00
 -1.1166391e+01  2.7066288e+00  1.2525966e+00 -1.9163809e+00
 -8.0751820e+00  8.0711234e-01 -1.2343946e+01  1.7842299e-01
 -7.5468197e+00  1.8689435e+00  2.5299290e-01  9.2375898e+00
  3.9816625e+00  5.9005127e+00  5.9176421e+00  1.1782865e+01
  3.1676679e+00  4.0486774e+00  1.1082030e-01  4.1473064e-01
  2.3405364e+00  3.8571827e+00  6.0101147e+00  1.9665340e+00
  8.1828243e-01 -5.8000708e-01  1.0938668e+00 -4.6199318e-02]",Anxious
437,"[-4.7079474e+02  1.0814173e+02  1.2349099e+01  1.8120306e+01
 -1.5302065e+01  1.1389911e+01 -9.1533747e+00  1.7105400e+01
 -1.1163604e+01  2.6080608e+00  3.8930671e+00  4.9504046e+00
 -1.0152159e+01  6.8427095e+00 -9.7804317e+00  3.2695174e+00
 -3.7773426e+00  3.7663441e+00 -6.8187284e+00 -1.7767866e+00
 -4.3948879e+00  2.4061170e+00 -7.8436117e+00 -2.6844518e+00
 -6.3501101e+00 -4.3632112e+00 -1.5834181e+00 -1.1954405e+00
 -4.4151053e+00 -5.0988479e+00 -3.2579067e+00 -2.4665523e+00
 -3.2910686e+00 -8.9098895e-01 -4.5742850e+00  4.1893151e-01
 -1.0776585e+00 -1.0924489e+00 -1.1560732e+00 -9.5061892e-01]",Anxious
438,"[-4.29078674e+02  6.69503326e+01  7.05757141e+00  4.86117363e+01
  8.09986115e+00  2.44384556e+01 -1.27760010e+01  5.79290056e+00
 -6.45148706e+00 -5.76207685e+00 -1.28196850e+01  1.14273824e-01
 -1.66555634e+01 -2.39054278e-01 -2.09419775e+00 -1.23206258e+00
 -4.64887810e+00  5.33815861e+00 -4.33968306e+00  3.68231535e+00
 -5.42815304e+00  2.43194079e+00 -8.67830372e+00  1.35284472e+00
 -8.56034279e+00 -1.75453043e+00 -5.88585138e+00 -3.65404296e+00
 -2.49809456e+00 -2.74271512e+00 -7.96350384e+00  8.43780518e-01
 -2.81637502e+00 -5.62718582e+00 -1.50018346e+00 -1.60432551e-02
 -4.91965823e-02  1.72745574e+00  3.75626445e+00 -1.56679881e+00]",Anxious
439,"[-4.3230499e+02  7.0510681e+01  6.2923565e+00  4.8346352e+01
  1.1160053e+01  2.1657358e+01 -1.4183703e+01  5.2101045e+00
 -8.1235428e+00 -2.0380523e+00 -1.1696218e+01 -1.8380930e-01
 -1.5004943e+01  1.2988119e+00 -2.4452381e+00 -1.8358184e+00
 -4.2906594e+00  4.6705060e+00 -3.4975553e+00  3.0323269e+00
 -5.2727118e+00  2.3890090e+00 -6.5425568e+00  6.3023865e-01
 -6.8404737e+00 -1.4808371e+00 -5.9766035e+00 -3.7028959e+00
 -1.7328281e+00 -4.0734453e+00 -5.8960176e+00  3.0174106e-01
 -4.9948020e+00 -6.3979955e+00 -2.6189942e+00 -3.0217302e+00
 -1.5204974e+00 -1.0592797e+00  3.7369311e+00 -1.9666713e-01]",Anxious
440,"[-4.79061096e+02  6.68373871e+01  1.71052265e+01  5.13672981e+01
  1.36227455e+01  2.52439556e+01 -1.44607639e+01  7.71297741e+00
 -4.80255842e+00  4.77718174e-01 -1.42782640e+01  1.35305655e+00
 -1.35872030e+01  1.94071278e-01 -8.76455009e-01  3.52992725e+00
 -6.97776079e-01  4.50968790e+00 -2.86061525e+00  2.88204837e+00
 -3.57944250e+00  1.12973034e+00 -5.61113882e+00 -3.93586183e+00
 -1.04523134e+01 -3.20220113e+00 -5.71108675e+00 -3.51605082e+00
 -3.85731030e+00 -2.10947824e+00 -3.12510180e+00 -3.89774054e-01
 -1.96330571e+00  7.94047832e-01 -3.02769095e-01  1.65406382e+00
 -2.24886090e-01 -1.91205919e+00 -1.53638339e+00 -2.18445706e+00]",Anxious
441,"[-4.78608795e+02  7.37379608e+01  1.16253719e+01  5.15622482e+01
  1.40950565e+01  2.05038471e+01 -1.20490723e+01  7.89207315e+00
 -3.94071245e+00  1.19607556e+00 -1.22763348e+01 -1.77016699e+00
 -1.44283409e+01 -4.16547060e-02 -1.79258573e+00 -9.75291133e-02
 -1.36373973e+00  4.63436270e+00 -2.86054492e+00  4.40047598e+00
 -2.19709492e+00  2.88964868e-01 -4.63527346e+00 -2.70757961e+00
 -1.08283939e+01 -1.83233058e+00 -8.13803673e+00 -5.25250959e+00
 -2.70900726e+00 -3.87127376e+00 -4.12158728e+00  9.88758564e-01
 -1.89095706e-01  1.14733785e-01 -1.12738454e+00  1.47849452e+00
 -1.61933517e+00 -3.07678843e+00 -4.77827668e-01 -1.33827257e+00]",Anxious
442,"[-4.2404892e+02  7.1757957e+01 -9.0065432e+00  4.3936520e+01
  3.8604194e-01  1.5528397e+01 -1.4455459e+01  9.0899019e+00
 -8.2816172e+00  4.2415786e+00 -6.7890949e+00  1.7927119e+00
 -1.4230084e+01  5.5653753e+00 -8.4612137e-01  3.4606704e-01
 -5.9815154e+00  4.3433132e+00 -8.9102221e-01  4.5253348e+00
 -6.8516183e+00  1.0778447e+00 -4.1231751e+00  1.0682317e+00
 -6.6537867e+00 -1.7975041e+00 -6.7764115e+00 -2.3747575e+00
 -3.6387155e+00 -1.9699941e+00 -7.1814995e+00 -2.2822363e+00
 -2.6989801e+00 -5.7485175e-01 -1.0017494e+00  1.7358729e+00
  3.5813389e+00  2.8890150e+00  4.9542546e+00  8.0464798e-01]",Anxious
443,"[-4.2909485e+02  8.2919945e+01 -5.2652917e+00  3.6400608e+01
  3.0568285e+00  1.6372139e+01 -1.6168310e+01  8.8545179e+00
 -9.4625902e+00  3.6731474e+00 -5.7282977e+00  8.9263797e-01
 -1.2733576e+01  4.7150135e+00 -1.7462622e+00  2.0120406e+00
 -7.7804141e+00  3.3064210e+00 -1.8768879e+00  3.5075133e+00
 -4.7039070e+00  3.0279359e-01 -4.8458257e+00  2.2579687e+00
 -6.5313783e+00 -3.0446804e+00 -5.4841352e+00 -2.3434570e+00
 -3.1445279e+00 -3.5087676e+00 -5.6530910e+00 -6.9724870e-01
 -2.6949759e+00 -5.4333121e-01  1.6725934e-01  5.3129834e-01
  1.5777210e+00  1.2165751e+00  2.9656281e+00  7.0530377e-02]",Anxious
444,"[-4.5434015e+02  7.5528427e+01  1.2349210e+00  4.1386562e+01
  5.5462222e+00  1.8477724e+01 -1.6707104e+01  9.6752357e+00
 -5.9028974e+00  2.7192056e+00 -8.7077284e+00 -5.7482523e-01
 -1.5210239e+01  3.3499858e+00 -1.6309364e+00  1.4578211e-01
 -4.1816931e+00  4.0452480e+00 -1.9432756e+00  2.0725043e+00
 -5.2454929e+00  3.4416234e+00 -5.0138526e+00 -1.9710262e+00
 -1.0871670e+01 -2.9168053e+00 -6.4015398e+00 -2.6843948e+00
 -3.9254756e+00 -2.9030232e+00 -3.2445462e+00  2.3307273e-01
 -1.6290654e+00  1.1691962e+00 -3.1998732e+00 -4.0837744e-01
  6.5602966e-02 -1.3173215e+00 -1.0239502e+00 -3.3281711e-01]",Anxious
445,"[-5.2550519e+02  9.2493919e+01 -6.6620669e+00  2.5228487e+01
  5.1666451e+00 -3.9372978e+00 -2.8030851e+00  1.1772357e+01
 -1.0364073e+01  3.8140931e+00 -5.3937573e+00  1.3492937e+01
 -7.1145940e+00  6.8835449e+00 -6.0673618e-01  3.9855140e-01
  1.1189922e+00  6.7903719e+00 -4.8993063e-01  5.0234818e+00
  2.7849572e+00  6.2831130e+00 -1.7170254e+00  6.5142498e+00
  5.8930449e+00  4.6173945e-01  4.7338271e+00  1.0499518e+00
 -2.0148683e+00  1.7214795e+00 -7.3047400e-01  6.5509754e-01
  5.6635463e-01  4.8337426e+00  2.6697078e+00  4.3767242e+00
  1.9991028e+00  3.0937545e+00  2.5185065e+00 -6.6938072e-01]",Anxious
446,"[-4.5105206e+02  7.4361046e+01  1.3099339e+00  3.9555908e+01
  6.8530273e-01  1.8721239e+01 -1.3568476e+01  4.1843586e+00
 -4.4727931e+00  4.9942074e+00 -7.9749899e+00  1.8757553e+00
 -1.4955684e+01  1.5419545e+00 -1.2908763e+00  1.4755789e+00
 -5.0180273e+00  2.4566157e+00 -1.8477992e+00  3.6412699e+00
 -5.6319780e+00  2.1095822e+00 -6.7814875e+00 -1.0988321e+00
 -9.6068354e+00 -2.4929099e+00 -4.9546108e+00 -9.3820071e-01
 -3.2180345e+00 -1.5381150e+00 -2.7870326e+00  1.5500773e-01
 -1.8064861e+00  1.6566180e+00 -3.6382309e-01  9.7931361e-01
  1.9980161e+00  7.0471656e-01  8.6009628e-01  3.4232059e-01]",Anxious
447,"[-5.1508392e+02  5.9226894e+01  1.2034618e+01  2.5848547e+01
 -3.6920025e+00  9.0502176e+00 -9.5151529e+00  8.3090191e+00
 -2.2989435e+01  5.2443738e+00 -8.2977705e+00  2.5237494e+00
 -1.0632246e+01  3.9113698e+00  1.6922427e+00 -2.7713110e+00
 -5.4197302e+00  2.6268153e+00 -1.1752490e+01 -6.2906301e-01
 -5.8853712e+00  4.0574179e+00  2.2529173e+00  7.7301965e+00
  5.6174154e+00  3.7005386e+00  3.1148822e+00  1.0431737e+01
  3.8395114e+00  6.7996955e+00  2.5585806e+00  1.4793497e-01
 -8.6684358e-01 -3.5570228e-01  1.0020742e+00  2.2857335e+00
  9.7925115e-01 -2.7801758e-01 -4.9463630e-01 -2.7608969e+00]",Anxious
448,"[-4.2849887e+02  6.1287834e+01  1.8665524e+01  4.2388966e+01
 -1.3983610e+01  1.9010988e+01 -5.6521397e+00  1.0689592e+01
 -1.0738660e+01 -3.5305135e+00 -1.2783412e+01 -1.2821607e-01
 -1.2975630e+01 -5.9493774e-01 -4.5845895e+00 -1.5491978e+00
 -1.6500164e+00  8.0712974e-01 -2.6075006e+00 -2.4406214e+00
 -5.7440858e+00  9.0622765e-01 -9.6664677e+00  9.7775064e-02
 -5.1180801e+00 -5.2159343e+00 -5.5290184e+00 -1.8364965e+00
 -3.5734892e+00 -5.1909013e+00 -6.8623576e+00 -1.3500311e+00
 -7.1109452e+00 -7.2024856e+00 -1.5348678e+00  1.0259073e+00
  3.8279099e+00  7.3821549e+00  8.2433548e+00  1.0265541e+00]",Anxious
449,"[-4.2425858e+02  6.2492249e+01  2.1535763e+01  4.0403526e+01
 -1.4563276e+01  1.9523207e+01 -4.9792027e+00  8.6677752e+00
 -1.0057436e+01 -5.0488992e+00 -1.1327100e+01  1.3445886e+00
 -1.1513384e+01 -2.6946312e-01 -4.0363684e+00 -1.3799595e+00
 -2.7870846e+00  2.3107860e+00 -3.3763731e+00 -4.7828561e-01
 -4.5412097e+00  1.8061101e-01 -8.4061289e+00  3.0740428e-01
 -4.9741960e+00 -3.9123001e+00 -5.4162121e+00 -2.9398148e+00
 -3.1866167e+00 -5.4832058e+00 -7.0562420e+00 -2.1979301e+00
 -5.8870330e+00 -7.2048984e+00 -1.5665737e+00 -6.3020974e-01
  7.9119068e-01  4.7799053e+00  6.8372903e+00  2.5718584e+00]",Anxious
450,"[-4.7546912e+02  8.0096542e+01  2.5867332e+01  4.6330303e+01
 -1.0872983e+01  1.7757109e+01 -6.2488899e+00  1.6065395e+01
 -8.3273315e+00 -2.5906293e+00 -1.1315674e+01  1.9645994e+00
 -1.4792136e+01  3.2200749e+00 -3.9909682e+00  1.8479260e+00
  9.9376518e-01  4.2200971e+00 -4.3893771e+00  6.2341136e-01
 -2.9938483e+00  1.2472420e+00 -7.7467818e+00 -3.1365514e+00
 -9.2800179e+00 -3.3676896e+00 -5.0011601e+00  3.1082875e-01
 -2.8711758e+00 -4.4425163e+00 -4.2166610e+00  2.1567509e-02
 -5.3002243e+00 -2.5663409e+00 -1.5349528e+00 -2.7922115e+00
 -3.5032148e+00  2.1113312e-01 -1.6434447e+00  6.9908625e-01]",Anxious
451,"[-4.5613452e+02  7.0465851e+01  2.1661119e+01  4.1078175e+01
 -1.3379806e+01  1.8416336e+01 -7.8702335e+00  1.2652964e+01
 -1.0016305e+01 -3.1241946e+00 -6.4680128e+00 -2.2271967e-03
 -1.3733816e+01  2.1771688e+00 -3.0812674e+00  2.3201899e-01
  5.1751357e-02  2.9197028e+00 -4.8607912e+00  1.7221694e-01
 -2.6993201e+00  6.2642199e-01 -7.7003098e+00 -2.6652384e+00
 -8.5186729e+00 -3.1699049e+00 -4.4272718e+00 -2.5329909e+00
 -2.6572840e+00 -4.5336161e+00 -4.0551548e+00  4.9903160e-01
 -5.1351576e+00 -1.3110851e+00  1.3190249e+00 -1.3474687e+00
  2.7323645e-01  2.1885242e+00 -7.0680243e-01  9.6328694e-01]",Anxious
452,"[-4.3590024e+02  6.0394886e+01 -2.8180618e+00  3.9799034e+01
  2.2963300e+00  1.6997421e+01 -1.4170700e+01  1.0015111e+01
 -8.4379835e+00  4.7792087e+00 -5.6344824e+00  2.8200946e+00
 -1.6140795e+01  4.7181859e+00 -4.7372284e+00  2.8663290e+00
 -5.1595650e+00  4.0358925e+00 -4.1900959e+00  1.6418308e+00
 -6.9028454e+00  4.2863473e-01 -6.3471684e+00 -2.4556549e+00
 -5.9130583e+00  8.3739245e-01 -6.9070067e+00 -3.7296491e+00
 -8.4061724e-01 -3.9711103e+00 -7.5753179e+00 -5.4696476e-01
 -5.3456855e+00 -2.9399662e+00 -4.1547942e-01  3.7158854e+00
  2.4103134e+00  5.2675877e+00  4.9777970e+00  1.3202665e+00]",Anxious
453,"[-4.3403284e+02  6.1559860e+01 -7.3076782e+00  4.0962070e+01
  1.0106807e+00  1.4108834e+01 -1.2961353e+01  7.7391157e+00
 -1.1452887e+01  3.7214305e+00 -4.3409081e+00  8.9182276e-01
 -1.3586461e+01  5.7000012e+00 -4.8864202e+00  3.4372165e+00
 -3.4956877e+00  2.5028589e+00 -2.8092055e+00  1.9616715e+00
 -5.6134105e+00  1.4749736e+00 -8.5595789e+00 -2.9104285e+00
 -5.0717459e+00 -3.3182025e-01 -6.5555830e+00 -2.4551754e+00
 -6.9347811e-01 -3.5778518e+00 -6.1773601e+00 -1.4315450e+00
 -5.6560502e+00 -4.1525321e+00 -2.4269185e+00  1.5778733e+00
  7.9303986e-01  4.3176908e+00  6.5885224e+00  1.8712207e+00]",Anxious
454,"[-4.6945236e+02  6.7437248e+01  7.4267077e-01  4.1339691e+01
  3.8040466e+00  1.6781990e+01 -1.0123940e+01  9.8453236e+00
 -4.7833333e+00  7.1938295e+00 -4.2342124e+00  4.4518123e+00
 -1.5187437e+01  4.0883198e+00 -3.1961236e+00  2.6720731e+00
 -2.3393142e+00  4.1140871e+00 -5.9000888e+00  2.2912800e+00
 -3.5283449e+00  2.8303680e+00 -7.1569648e+00 -3.0668967e+00
 -7.5612001e+00 -2.4743669e+00 -6.0873084e+00 -2.8606420e+00
 -2.2601357e+00 -4.5349674e+00 -4.3091946e+00 -1.4907624e+00
 -2.7251270e+00 -1.0164187e+00 -1.3395656e+00  3.2580248e-01
 -1.3587027e+00  8.0547297e-01 -1.2134308e+00 -8.8773102e-01]",Anxious
455,"[-4.9413342e+02  6.7385162e+01  4.3331882e-01  4.0928974e+01
  6.7264519e+00  1.5394869e+01 -1.2117289e+01  1.1370740e+01
 -4.5376101e+00  1.0221013e+01 -4.5663376e+00  2.6776516e+00
 -1.4496969e+01  6.8128514e+00 -2.5572445e+00  3.3481965e+00
 -2.9565959e+00  3.4473147e+00 -4.4416018e+00  2.1485622e+00
 -2.8438306e+00  1.8769028e+00 -6.6790886e+00 -2.0550585e+00
 -4.9994187e+00 -2.8977976e+00 -4.9089437e+00 -1.6021992e+00
 -2.2391853e+00 -4.3570719e+00 -4.1309109e+00 -1.3112651e+00
 -2.1081877e+00  4.3272489e-01 -1.1919606e+00  2.5080910e+00
  2.9481476e-02  7.2157866e-01 -6.2039006e-01  1.7813066e-01]",Anxious
456,"[-4.1564093e+02  7.2533760e+01 -3.3066370e+00  4.4415100e+01
 -2.3572960e+00  1.7826157e+01 -6.2003407e+00  6.8926148e+00
 -1.0489012e+01 -2.7189231e+00 -9.0404367e+00  1.2568423e+00
 -1.1766245e+01  2.2247896e+00 -4.4099388e+00  7.9520702e-01
 -5.3933067e+00  1.1418165e+00 -1.3870528e+00  1.7477862e+00
 -5.2832456e+00  1.0988990e+00 -5.4284873e+00  1.3187952e+00
 -7.0204921e+00 -3.4683800e+00 -4.2081642e+00 -2.9558656e+00
 -3.8455174e+00 -2.0477138e+00 -5.4924259e+00 -1.2316706e+00
 -4.2184596e+00 -3.6680000e+00 -2.6381395e+00 -1.2623016e+00
 -1.4788212e-01  7.9566383e-01  3.6467891e+00  3.1007533e+00]",Anxious
457,"[-4.6448169e+02  8.6858238e+01 -4.7770476e+00  1.1688152e+01
 -4.3486319e+00  1.5471519e+00 -5.1660409e+00  4.9814157e+00
 -1.0144914e+01  5.1060281e+00 -7.9247041e+00  1.1510219e+01
 -1.0134415e+01  1.2787655e+01 -5.9294744e+00  4.8852735e+00
 -3.7322423e+00 -4.2756408e-01 -5.2340508e+00 -2.9336584e+00
 -4.1008048e+00  1.8848189e+00 -9.9053469e+00  2.8113101e+00
 -1.4752810e+00  4.7200127e+00  6.3213606e+00  6.2729592e+00
  3.7422755e+00  3.4885738e+00  1.7781860e+00  1.8486893e+00
  4.7609630e+00  9.6498747e+00  4.7172546e+00  7.9821467e+00
  4.8335681e+00  6.8384695e+00  5.0474191e+00  2.8346131e+00]",Anxious
458,"[-5.07144440e+02  6.80122681e+01 -3.85913587e+00  3.46152534e+01
  5.15856886e+00  5.80631208e+00 -1.40119600e+01  6.32516098e+00
 -1.51866417e+01  3.97386599e+00 -8.84341431e+00  1.46715002e+01
 -6.60660505e+00  8.35059643e+00  1.15750659e+00 -4.41027403e+00
 -4.85220385e+00  2.56735873e+00 -1.16423035e+01 -1.34783375e+00
 -6.06246281e+00 -1.96936011e-01 -7.75047827e+00 -4.83819723e-01
 -4.42830801e+00  4.72734690e+00  7.66967440e+00  1.43485107e+01
  1.04257555e+01  6.13782978e+00  2.20399904e+00 -6.78914070e-01
  1.52862406e+00  3.40063500e+00  3.38570714e+00  4.71772957e+00
  1.85113335e+00  2.92514133e+00  3.69390130e+00  2.04176497e+00]",Anxious
459,"[-4.3075446e+02  8.0379562e+01 -2.7170627e+00  3.9559227e+01
 -1.2866194e+00  1.6657829e+01 -6.1541586e+00  8.2327881e+00
 -9.0245419e+00 -1.4962324e+00 -7.9531922e+00  3.9435130e-01
 -1.1240465e+01  3.2473582e-01 -3.0839138e+00  1.0837767e+00
 -5.0213785e+00  2.5125306e+00 -1.9038975e+00 -2.6463810e-01
 -4.4581718e+00  2.6759478e-01 -5.9184141e+00  2.1360290e+00
 -6.5969048e+00 -2.7452314e+00 -2.7838659e+00 -3.0798762e+00
 -2.5127921e+00 -2.8036849e+00 -5.3031635e+00 -7.7168447e-01
 -2.4945743e+00 -1.5028381e+00 -7.0080292e-01  1.6871523e+00
  5.9620750e-01  9.5253432e-01  3.7642894e+00 -5.3694040e-01]",Anxious
460,"[-4.7619943e+02  8.6939598e+01 -2.0766056e+00  4.2709248e+01
  3.0202038e+00  1.3574657e+01 -6.6400461e+00  1.1526656e+01
 -7.9549336e+00  2.5259266e+00 -6.5293846e+00 -4.5598564e-01
 -1.4650306e+01  3.1326950e+00 -2.6974459e+00  2.0932462e+00
 -3.6521788e+00  4.1041746e+00 -2.0863667e+00  1.6872392e+00
 -2.7484486e+00  1.2575630e+00 -5.8348131e+00 -1.1446906e+00
 -8.3297367e+00 -5.0082569e+00 -6.3615513e+00 -3.4209015e+00
 -3.9681096e+00 -4.4246674e+00 -4.6973619e+00 -1.1908107e+00
 -3.1791208e+00  4.6334934e-01 -1.1153116e+00  2.7182345e+00
  1.5341649e+00  1.1095378e+00  1.6538064e+00  2.9629726e+00]",Anxious
461,"[-4.7759708e+02  9.4437202e+01  6.4287748e+00  4.3099556e+01
  1.4672669e+00  1.4206635e+01 -7.3083510e+00  1.0815730e+01
 -7.9376750e+00  2.1337111e+00 -6.3123765e+00 -7.0955449e-01
 -1.4636655e+01 -9.0700984e-02 -4.2458878e+00  1.2729194e+00
 -4.6007538e+00  3.1682296e+00 -2.1735241e+00 -1.3569385e+00
 -4.7697916e+00  9.4709617e-01 -5.9746561e+00 -2.3275485e+00
 -8.3307228e+00 -4.6175647e+00 -5.7409897e+00 -3.3241451e+00
 -3.4542017e+00 -4.8730850e+00 -2.8250256e+00 -5.9845978e-01
 -3.4985802e+00  7.5214547e-01 -6.0555041e-01  8.3953941e-01
  7.3328781e-01  7.5956368e-01  6.8763447e-01  1.2549615e+00]",Anxious
462,"[-4.0657611e+02  7.8840485e+01  2.6142019e-01  1.8048599e+01
 -1.6307238e+01  1.5238844e+01 -6.6553850e+00  7.5015759e+00
 -1.7359333e+01  6.8235540e+00 -2.1385822e+00  1.9118106e+00
 -1.3603441e+01  4.8870053e+00 -6.0128918e+00  2.5002422e+00
 -2.8495107e+00  1.5410035e+00 -4.4574895e+00 -9.4596803e-01
 -5.5351772e+00 -2.3009203e-01 -8.4569483e+00 -1.7742161e-01
 -2.9562831e+00 -2.1301036e+00 -3.9261606e+00 -1.1465329e+00
 -3.0198324e+00 -4.9471931e+00 -4.3255358e+00 -2.1447499e+00
 -4.4097595e+00 -2.4540198e+00 -2.0505536e+00 -4.0984063e+00
 -4.3152819e+00 -1.7169695e+00 -3.9951140e-01  4.0631768e-01]",Anxious
463,"[-4.1848462e+02  8.3053482e+01  1.4106818e+00  1.8769888e+01
 -1.6031027e+01  1.5292936e+01 -8.5340385e+00  6.4055066e+00
 -1.7023615e+01  6.2458720e+00 -1.9403660e+00  1.1099745e-01
 -1.3862130e+01  7.0230751e+00 -7.0288677e+00  3.7269557e+00
 -4.1694231e+00  1.9501407e-01 -4.3832922e+00 -2.1404126e+00
 -4.2775512e+00  1.3248225e+00 -8.2143641e+00  9.0151405e-01
 -2.7583926e+00 -3.8361390e+00 -4.8662419e+00 -5.3419405e-01
 -4.2495222e+00 -3.1226084e+00 -4.3414021e+00 -2.0195806e+00
 -4.6535344e+00 -2.7718747e+00 -3.9623904e+00 -1.6218234e+00
 -1.2009695e+00 -4.6505898e-01  6.6826600e-01 -1.7962769e-01]",Anxious
464,"[-4.53498016e+02  8.91992569e+01  5.95329809e+00  2.09853039e+01
 -1.26922827e+01  1.52452593e+01 -8.78293037e+00  1.06313353e+01
 -1.15572443e+01  6.65780449e+00  1.28320670e+00  2.77251959e+00
 -1.49584465e+01  6.37190580e+00 -5.93873692e+00  2.04951692e+00
 -1.32553160e+00  3.06227160e+00 -5.96088600e+00 -2.94981897e-01
 -2.98838687e+00 -1.00592113e+00 -8.27093697e+00 -3.99029708e+00
 -7.30458355e+00 -3.51231122e+00 -3.19905806e+00 -9.70509231e-01
 -2.40629506e+00 -3.13324881e+00 -2.92123413e+00 -7.63297617e-01
 -4.11037540e+00 -1.56955075e+00 -3.67811394e+00 -6.52928829e-01
 -5.88175237e-01 -1.13581526e+00 -3.46309495e+00 -6.60386682e-02]",Anxious
465,"[-4.48344543e+02  9.04469376e+01  1.04861269e+01  2.26246910e+01
 -1.56193810e+01  1.47260370e+01 -9.24924088e+00  9.68832302e+00
 -1.46916456e+01  9.53614807e+00 -2.32021928e+00  1.13786817e+00
 -1.20830145e+01  5.34278345e+00 -6.08823299e+00  3.83772254e+00
 -3.50273013e+00 -4.14391130e-01 -4.64753056e+00 -1.08107352e+00
 -3.72936916e+00  2.86408734e+00 -9.49967766e+00 -2.88121700e+00
 -6.18528271e+00 -5.83330965e+00 -4.04848528e+00 -3.03110003e-01
 -2.51960588e+00 -3.45936799e+00 -2.75719547e+00 -1.65470207e+00
 -5.05729818e+00 -1.80960643e+00 -2.88099885e+00 -2.13455319e+00
 -1.28472401e-02 -4.46185589e-01 -2.83321428e+00 -3.15081209e-01]",Anxious
466,"[-4.0787601e+02  7.5125168e+01 -4.8539519e+00  3.6520279e+01
 -5.6890404e-01  1.6691244e+01 -9.0629797e+00  8.5463305e+00
 -1.2024970e+01 -4.1228521e-01 -9.6463099e+00 -2.5936852e+00
 -1.3031876e+01  3.4649472e+00 -3.6570320e+00 -4.4598910e-01
 -4.6190782e+00  2.5080905e+00 -2.2223220e+00  3.0610371e+00
 -4.9147291e+00 -1.1307180e+00 -4.4343438e+00 -6.9361514e-01
 -7.2425714e+00 -4.4531307e+00 -3.8731449e+00 -3.7937119e+00
 -2.5223558e+00 -4.8425150e+00 -5.8432226e+00 -1.0527872e+00
 -1.9897959e+00 -3.6289718e+00 -1.3990366e+00 -3.3831051e-01
 -7.2472644e-01  1.2586708e+00  4.6402974e+00  1.0707270e+00]",Anxious
467,"[-4.1280859e+02  7.2796951e+01  1.3496815e+00  3.4480251e+01
 -5.4823179e+00  1.8300650e+01 -8.4071846e+00  6.4538364e+00
 -1.0021481e+01 -8.4858529e-02 -7.2793727e+00 -7.9303855e-01
 -1.3653338e+01  7.8002149e-01 -1.4496187e+00  1.7008218e+00
 -5.5080256e+00  2.7002685e+00 -1.1864018e+00  1.6373619e+00
 -5.1487584e+00  1.7486594e+00 -4.6288590e+00 -9.9038905e-01
 -5.7271528e+00 -3.5906842e+00 -3.4156041e+00 -3.9242649e+00
 -3.0601709e+00 -3.9314539e+00 -3.9940388e+00 -1.6642355e+00
 -1.1331623e+00 -1.9519054e+00 -1.0858078e-01  1.7951515e+00
  2.7791080e+00  1.5838101e+00  3.9794374e+00  1.9609177e+00]",Anxious
