,feature,class
112,"[-3.0234470e+02  7.4809883e+01 -5.4811573e+01  3.9683338e+01
 -4.2948566e+01  1.5578629e+01 -2.0865862e+01 -4.1796851e+00
 -1.2764470e+01 -2.0523283e+01 -4.3012581e+00 -1.9151155e+01
 -1.8787675e+00 -9.1550169e+00  1.3616643e+01 -7.4404734e-01
  1.0450473e+01  1.5857735e+01 -4.3650002e+00  3.6553268e+00
 -2.7163470e-01  6.4320374e+00  7.0909739e-01  2.4222312e+00
 -9.1615766e-01 -2.6017189e-01  3.1571114e+00  3.0035460e+00
  8.4613895e+00  5.1432261e+00  8.0263586e+00  3.8630447e+00
  3.0572288e+00  2.7201664e+00  1.1306829e+00  1.4229397e+00
  1.1712985e+00  2.0236762e-01  5.8765054e-02  1.7616020e+00]",Anger
113,"[-4.2778802e+02  8.1979683e+01 -9.8295794e+00  4.0113117e+01
 -1.0933428e+00  1.4846534e+01 -1.5446925e+01  6.5398951e+00
 -8.3358097e+00  3.9856997e-01 -8.4681988e+00  8.1053418e-01
 -1.2718367e+01  1.8464310e+00 -2.6268690e+00 -1.4145449e+00
 -4.5335741e+00  9.8477590e-01 -3.4261863e+00  7.7225792e-01
 -6.0814614e+00  2.9663308e+00 -4.9630103e+00 -2.2035186e+00
 -1.1129388e+01 -3.4904633e+00 -1.9787471e+00 -9.0187615e-01
 -4.3544936e+00 -1.5182536e+00 -6.6017926e-01  2.0916846e+00
  4.7724524e-01  9.2409134e-01  1.3581772e+00  3.3775113e+00
  3.0305209e+00 -5.7993358e-01 -1.8838678e-01 -2.6438401e+00]",Anger
114,"[-5.0103024e+02  6.4628319e+01  1.5223071e+01  2.1679266e+01
 -1.0407806e+01  4.2925868e+00 -2.7233651e+00  8.9780979e+00
 -1.5703934e+01  1.1397304e+01 -2.0481005e+00  8.9950514e+00
 -4.1356411e+00  1.3228514e+01 -5.2922754e+00  6.8119345e+00
 -1.2961113e+00  5.6415218e-01 -6.2519937e+00 -3.6908381e+00
 -4.9644051e+00  7.6076684e+00 -7.2435129e-01  1.2119245e+01
  8.1586084e+00  8.8300266e+00  5.4202685e+00  6.5433655e+00
  6.4202821e-01  4.4952998e+00  2.3471543e-01  1.0825255e+00
 -1.9407519e+00  2.9874883e+00  4.3337515e-01  4.4210830e+00
  1.7922531e+00  2.1864824e+00  5.4341602e-01  1.9261715e+00]",Anger
115,"[-4.13694275e+02  7.52504044e+01 -1.02354460e+01  3.99391212e+01
 -1.64105222e-01  1.63608265e+01 -1.60514202e+01  1.01424503e+01
 -8.43426037e+00  6.40912890e-01 -7.18585491e+00 -1.13374814e-01
 -1.24067497e+01  4.30378103e+00 -4.80233812e+00 -7.80253530e-01
 -4.09109879e+00  2.87208033e+00 -3.53192449e+00  3.78550553e+00
 -6.74029064e+00  7.36963809e-01 -4.71631479e+00 -1.35745335e+00
 -1.13374567e+01 -2.18068504e+00 -1.72532427e+00 -3.70495915e+00
 -4.71725559e+00 -2.80632520e+00 -1.45932615e+00  1.94121611e+00
  1.49880362e+00  8.18835139e-01  2.00275040e+00  4.12557793e+00
  2.82723546e+00  7.36350000e-01  1.45002580e+00 -2.06438191e-02]",Anger
116,"[-3.7137695e+02  7.5671982e+01 -1.2229570e+01  3.9478348e+01
  2.4614599e+00  1.6135836e+01 -2.0671669e+01  7.0970316e+00
 -6.1330318e+00 -5.9342852e+00 -5.1548872e+00  2.1692874e+00
 -1.5919931e+01  6.5183802e+00 -1.9073282e+00 -1.3224310e+00
 -3.3000753e+00  9.0587795e-01 -5.8776526e+00  9.3332472e+00
 -6.1922412e+00  6.6892391e-01 -2.6675348e+00  2.4649506e+00
 -9.6138573e+00 -2.4500189e+00 -4.6104259e+00 -3.5109649e+00
 -4.9907074e+00 -2.6595929e+00 -5.8748851e+00 -2.0400279e+00
 -1.3256087e+00 -3.8854117e+00 -3.4141874e+00 -1.9036497e+00
 -2.8978891e+00 -2.2184758e+00 -3.6386460e-01  1.6608350e+00]",Anger
117,"[-3.7899286e+02  8.0123032e+01 -1.5235323e+01  3.6719414e+01
 -3.8297768e+00  1.7099272e+01 -1.8350664e+01  7.2234735e+00
 -9.4245558e+00 -4.6776958e+00 -8.8155489e+00  3.5284920e+00
 -1.4189783e+01  6.2252555e+00 -2.5089934e+00 -1.7715243e-01
 -5.9857979e+00  2.4835401e+00 -6.3273468e+00  3.7779133e+00
 -4.6296911e+00  9.7322091e-02 -6.2524829e+00  2.0545917e+00
 -6.8083806e+00 -1.8125956e+00 -4.5924201e+00 -3.2492664e+00
 -5.1230078e+00 -2.9704795e+00 -3.2657764e+00 -2.2270584e+00
 -1.1643146e+00 -3.0649898e+00 -2.3883615e-02  2.8412001e+00
  3.2912710e+00  1.6046270e+00  2.0532565e+00  2.4822180e+00]",Anger
118,"[-4.3712354e+02  7.1259987e+01  4.6137127e-01  5.1049751e+01
  7.8723760e+00  2.1840904e+01 -1.7839149e+01  7.4484019e+00
 -8.6198015e+00 -1.5952774e+00 -1.6182165e+01  1.0542458e+00
 -1.4177524e+01 -2.7037413e+00 -9.1251767e-01 -2.2595532e+00
 -4.0414424e+00  4.2893953e+00 -2.2736933e+00 -6.6950387e-01
 -3.8219390e+00  3.4108183e+00 -8.3010721e+00 -2.3337557e+00
 -1.1349210e+01 -5.8942688e-01 -3.6250916e+00 -2.1249650e+00
 -5.5574164e+00 -4.1376615e+00 -5.5247784e+00  1.5509607e+00
 -4.2482228e+00 -2.7082043e+00  9.2496410e-02  1.1598135e+00
  1.9866635e+00  3.7103975e+00  6.9933901e+00  1.8602285e+00]",Anger
119,"[-4.3625760e+02  6.5109695e+01  6.9687945e-01  5.2406353e+01
  9.1064463e+00  2.1661329e+01 -1.7676891e+01  7.4189544e+00
 -7.6473408e+00 -3.4073833e-01 -1.3409120e+01  1.5749272e+00
 -1.3154230e+01 -2.4721427e+00  7.6150548e-01 -1.9583391e+00
 -2.2190456e+00  3.4151688e+00 -1.8746835e+00  9.1971296e-01
 -3.2589481e+00  2.8690951e+00 -6.8509583e+00 -2.9374564e+00
 -1.1894086e+01 -1.7316594e+00 -2.4002335e+00 -4.1455207e+00
 -5.2649651e+00 -4.0759039e+00 -5.5767183e+00  1.8423095e+00
 -4.3656473e+00 -1.9826386e+00  5.2058077e-01  1.1716430e+00
  2.2815628e+00  1.2218175e+00  1.3420147e+00 -7.6506597e-01]",Anger
120,"[-4.0387927e+02  3.7945904e+01 -4.6564453e+01  1.4319244e+01
 -9.4182062e+00 -1.0631708e+01 -2.4305431e+01  1.1308426e+01
 -2.4097198e+01  1.9666016e+00 -1.0695706e+01 -5.3143725e+00
 -4.8294616e+00 -1.3145326e+00 -5.5586514e+00  5.7969737e+00
 -3.6339164e+00  6.5364747e+00  9.0600270e-01  4.5673323e+00
 -4.7266006e+00  4.7043538e+00 -1.0820156e+00  5.9280052e+00
  1.2259750e+00  2.9455912e+00 -2.6657977e+00  5.7640350e-01
 -1.6888653e+00  1.6729019e+00  4.8064932e-01  1.7186556e+00
  2.5378525e+00  1.9275709e+00  3.3972192e+00  1.6660576e+00
 -5.2190304e-02  9.3640167e-01  5.3170431e-01  2.1658268e+00]",Anger
121,"[-3.8516248e+02  5.9171513e+01 -3.2545881e+00  4.8370605e+01
  1.1077755e+01  2.0772511e+01 -1.8469215e+01  5.2961755e+00
 -7.9199023e+00 -6.2016039e+00 -9.0095882e+00 -1.7586124e+00
 -1.3995171e+01  1.6536874e+00  1.0777389e+00 -2.0786989e+00
 -2.0355995e+00  1.9623474e+00 -3.3480105e+00  3.8706336e+00
 -4.3056636e+00  1.1439766e+00 -5.2325215e+00 -1.8614576e+00
 -6.6432285e+00 -2.9901681e+00 -5.9656544e+00 -4.2067847e+00
 -3.8415668e+00 -3.0076933e+00 -6.0694795e+00  1.1924100e+00
 -1.5826120e+00 -3.6871703e+00  4.5234054e-02 -1.6944439e+00
  9.5293337e-01 -1.8540021e+00  2.8301215e+00  7.5542879e-01]",Anger
122,"[-4.20684570e+02  6.72771912e+01 -7.78507888e-01  5.32270699e+01
  1.44941835e+01  2.05416985e+01 -1.85206146e+01  9.38037968e+00
 -8.42289352e+00 -5.98448467e+00 -1.07893858e+01 -8.29254210e-01
 -1.27565355e+01  4.36380863e+00 -1.95583153e+00  1.54077458e+00
 -1.81061316e+00  3.35826588e+00 -5.13150644e+00  3.97234511e+00
 -6.06481171e+00  1.67359567e+00 -5.19405508e+00 -4.89458501e-01
 -7.15018368e+00 -5.91438949e-01 -5.66928768e+00 -2.78464603e+00
 -3.95449162e+00 -3.20103502e+00 -7.93088436e+00  1.16648234e-01
 -3.83175731e+00 -4.30271912e+00 -1.30462348e+00 -3.97465110e-01
  3.00263911e-01 -1.39373124e+00  1.33498192e+00  1.50082409e+00]",Anger
123,"[-2.7346432e+02  6.6867233e+01 -4.2936749e+01  4.5786549e+01
 -2.6161987e+01  1.2051633e+01 -2.0830486e+01  1.1671722e+00
 -4.8304734e+00 -2.0216877e+01 -1.8907803e+00 -1.0070990e+01
  1.4174243e+00 -5.3089981e+00  6.9054952e+00 -8.9847879e+00
  2.4899282e-01  1.6759070e+00 -6.9105287e+00  6.4209075e+00
 -3.0541694e-02  5.9827647e+00 -1.5434635e+00  1.7341374e+00
  1.6666300e+00  2.9481030e+00  7.7531815e+00  4.9395366e+00
  7.8036032e+00  1.7718155e+00  2.4970386e+00 -4.7090437e-02
  2.9471095e+00  2.9407866e+00 -5.2110094e-01  1.3477323e+00
  8.3180547e-01  1.4964710e+00  8.5204780e-01  3.0708764e+00]",Anger
124,"[-4.0793454e+02  9.5927284e+01 -2.0002716e+00  1.9525421e+01
 -2.6463118e+01  9.2593079e+00 -5.0571322e+00  1.2903784e+01
 -1.3030477e+01  4.1690888e+00  4.0444660e+00  5.3440561e+00
 -7.4528246e+00  7.1885357e+00 -9.2037516e+00 -2.9591651e+00
 -4.0772166e+00  3.2128868e+00 -4.4277949e+00 -2.7081361e+00
 -7.2320658e-01  1.6872766e+00 -5.7320371e+00 -1.9283514e+00
 -7.4700284e+00 -3.3186452e+00 -8.6152041e-01 -4.7928619e-01
 -5.4619665e+00 -2.7933271e+00 -2.8032262e+00 -1.8652538e+00
 -4.2211761e+00 -1.7851089e+00  3.1614658e-01  3.1031947e+00
  4.7351904e+00  2.2718527e+00  1.6092577e+00  1.4581797e-01]",Anger
125,"[-4.13127319e+02  9.80048294e+01 -5.03817129e+00  2.15450592e+01
 -2.85765858e+01  1.05173464e+01 -3.87727547e+00  1.28511524e+01
 -1.21535015e+01  2.88758659e+00  4.31634331e+00  3.17407584e+00
 -8.33699322e+00  7.63148975e+00 -8.07440567e+00 -3.98970079e+00
 -2.76000214e+00  1.89254510e+00 -5.33465767e+00 -1.34082687e+00
 -2.47325730e+00  3.48502547e-01 -5.30891085e+00  1.29439607e-01
 -8.79032326e+00 -4.20259428e+00 -2.27575257e-01 -2.32170463e+00
 -5.04217100e+00 -2.80987859e+00 -4.33626795e+00 -1.57028806e+00
 -5.42714453e+00 -4.12548542e+00 -2.59774017e+00 -3.76062512e-01
  2.05065942e+00  2.16207170e+00  2.34428883e+00  2.75826716e+00]",Anger
126,"[-3.8517239e+02  9.8574921e+01  3.3053207e+00  2.4165277e+01
 -2.5860018e+01  9.9465847e+00 -5.7871108e+00  1.6646553e+01
 -1.3498877e+01  2.0188336e+00  1.1256832e+00  1.4534898e+00
 -7.1429806e+00  9.7523451e+00 -8.4637585e+00 -2.0057831e+00
  3.0911770e-01 -1.6021302e+00 -6.4451237e+00  4.6638590e-01
 -4.3950706e+00 -1.4931063e-02 -5.2987304e+00  8.4957576e-01
 -5.1306882e+00 -4.6627269e+00 -2.4671738e+00 -2.2871487e+00
 -3.4974706e+00 -4.9536285e+00 -3.5467980e+00 -3.6105585e+00
 -3.1632326e+00 -2.6673508e+00 -3.3774438e+00 -2.6871293e+00
 -2.1362138e+00 -2.9904268e+00 -2.4719324e+00 -4.5683155e+00]",Anger
127,"[-474.8938      57.553185    12.522958    20.85649    -13.442604
    3.561519    -0.9963722    7.379371   -12.091939     7.350572
   -3.0119102    6.315402    -2.6767073   13.919845    -5.6281013
    4.974866    -1.531232     2.7665617   -1.8765508   -1.159254
    3.3975022    6.836501    -1.7783575    8.843218     4.0547056
    4.7543936    5.4897504    3.3683221   -2.0185711    3.4297774
    0.8498515    3.9341576    1.5292178    2.3948095    3.1684945
    3.4059653    2.9906442    4.3156166    2.0512416    2.8489487]",Anger
128,"[-3.7940448e+02  9.6674858e+01 -3.2934341e+00  1.9111603e+01
 -2.2584368e+01  1.0702543e+01 -5.9655981e+00  1.4974621e+01
 -1.2810036e+01  1.1427948e+00  3.7629378e+00  5.1806765e+00
 -8.8905420e+00  9.0006084e+00 -1.1143810e+01  1.3464217e+00
  2.6594582e-01  1.2205750e-01 -6.8672066e+00  1.9886065e+00
 -3.9569130e+00  1.3728551e+00 -5.0268850e+00  2.5771129e+00
 -6.2851973e+00 -3.6811955e+00 -2.2216737e+00 -1.4799095e+00
 -2.3508193e+00 -3.3280671e+00 -3.6935105e+00 -4.1677375e+00
 -3.2013807e+00 -2.5669239e+00 -4.3854375e+00 -2.5419462e+00
 -1.5055528e+00 -3.7631907e+00 -1.6490659e+00 -2.9994867e+00]",Anger
129,"[-451.38745      90.62493      10.826871     23.794651    -10.952512
   10.659836     -3.1378582    17.396685     -5.8896317     4.911503
    0.7043444     2.558766     -5.848143      8.500727     -7.6429453
   -1.1480509    -4.246577     -1.907738     -4.180482     -0.7495603
   -7.1459613     1.471256     -4.035267     -1.0682988    -7.882933
   -2.2995908    -1.0787765    -1.1524787    -4.110761     -1.554273
   -2.1789043     2.268442     -1.4564898     1.7420176     0.47876567
    3.3377573     1.8942434     1.0588768    -1.3676589     1.0773436 ]",Anger
130,"[-4.5004669e+02  9.2728676e+01  9.7009697e+00  2.2259342e+01
 -8.7956104e+00  1.4123441e+01 -5.5548372e+00  1.6348690e+01
 -7.0765429e+00  5.1366229e+00 -1.4324796e+00  3.7592773e+00
 -4.6773157e+00  6.5190611e+00 -7.3351793e+00 -2.4522984e+00
 -3.2204819e+00 -2.5317225e-01 -3.0768728e+00 -2.9214361e-01
 -6.6267004e+00  3.2639568e+00 -4.0082407e+00 -5.3600371e-01
 -8.4737215e+00 -1.6874142e+00 -1.7623036e+00 -2.2951875e+00
 -5.9798326e+00 -3.4513855e+00 -4.1374192e+00  1.3608406e+00
 -3.8751214e+00  1.1920279e+00 -1.1730883e+00  2.3748937e+00
  1.3106251e+00  1.8628334e+00  9.0554488e-01  4.5131749e-01]",Anger
131,"[-4.2006314e+02  9.8984322e+01  1.7031200e+01  2.3338228e+01
 -9.1838274e+00  1.3896580e+01 -6.6650290e+00  1.7079937e+01
 -5.8651962e+00  4.8493514e+00 -2.4170389e+00  2.0002434e+00
 -5.8219109e+00  6.5442801e+00 -8.7005777e+00  2.2277377e+00
 -2.2848701e+00 -1.9095575e+00 -4.6490984e+00  2.5347266e+00
 -6.5896029e+00  4.2889662e+00 -4.6451178e+00  9.3221270e-02
 -5.7364817e+00 -1.6885464e+00 -3.3302119e+00  1.5624408e-01
 -2.7424662e+00 -3.9367242e+00 -6.1776686e+00 -2.5213974e+00
 -2.9187324e+00 -2.7027013e+00 -2.9758916e+00 -8.5090762e-01
  6.9179928e-01  2.7480145e+00  2.4430006e+00  2.7317469e+00]",Anger
132,"[-3.8070447e+02  4.4045471e+01 -4.0618317e+01  7.5451894e+00
 -7.8017688e+00 -5.3147793e+00 -2.0840321e+01  2.3193493e+00
 -1.7923101e+01 -6.7548556e+00 -1.2468145e+01 -3.2828958e+00
 -8.7216940e+00 -2.2015402e+00 -5.2183456e+00  4.3741164e+00
 -2.3233793e+00  1.1506083e+00  5.8866429e-01  3.8083701e+00
 -1.5379741e+00  3.8437159e+00  1.0575064e+00  2.6249628e+00
  6.6572261e-01  2.1244469e+00 -1.4669150e+00  2.2207375e+00
  1.9880140e-01 -1.4129509e+00  6.0038877e-01 -2.8595158e-01
  1.2583051e+00  1.9904699e+00  5.9638387e-01 -1.2858384e+00
  9.7135448e-01  1.3536756e-01 -4.6664301e-01 -8.9033574e-01]",Anger
133,"[-4.2331509e+02  9.1726395e+01  1.5270963e+01  2.3422291e+01
 -8.4099703e+00  1.6091137e+01 -4.8854451e+00  1.8391247e+01
 -4.9937963e+00  4.2155957e+00  2.5140648e+00  3.5454028e+00
 -6.5593562e+00  8.9246874e+00 -8.3460665e+00  2.0325370e+00
 -3.7223482e+00  3.2066974e-01 -3.3824897e+00  1.7989935e+00
 -4.9983339e+00  4.1296968e+00 -7.1484714e+00 -2.5841290e-01
 -1.1214118e+00 -1.4178709e+00 -1.1564604e+00  2.6783438e+00
  6.2820800e-02 -4.3921757e+00 -4.1219811e+00 -1.8739694e+00
 -3.3638024e+00 -2.0661190e+00 -3.9276817e+00 -3.3939090e+00
 -4.7672647e-01  2.8576031e-01 -1.6083928e+00  1.2175273e+00]",Anger
134,"[-2.66427582e+02  9.24532547e+01 -5.49043770e+01  3.14299278e+01
 -3.89171638e+01  1.45407286e+01 -2.01799507e+01 -5.02419733e-02
 -4.55776978e+00 -1.57009201e+01  9.27549183e-01 -8.05382633e+00
  4.13575220e+00 -8.96754074e+00  7.89917803e+00 -1.00037775e+01
 -1.56820989e+00  4.92103767e+00 -5.24688292e+00  8.05433846e+00
  1.97971797e+00  7.71039009e+00  1.69089532e+00  7.60544348e+00
  6.34250164e+00  5.12564516e+00  6.80938148e+00  3.21769571e+00
  6.84076023e+00  1.33666015e+00  4.40935898e+00  4.79262620e-01
  2.37575769e+00  2.19660258e+00  4.77420688e-01  2.85268593e+00
  2.45446131e-01  2.19887662e+00 -4.66463506e-01  5.75053275e-01]",Anger
135,"[-4.3358463e+02  9.6520241e+01  1.6859465e+01  3.8650864e+01
 -2.4370970e+01 -1.4135345e+00 -8.3066864e+00  8.4600620e+00
 -8.2544956e+00  1.6012344e+00 -8.7256670e+00 -4.5595217e+00
 -4.2330370e+00  4.4785295e+00 -7.8062744e+00 -3.7093231e-01
 -1.2710264e+00  7.1528023e-01  1.7152426e-01 -4.4228306e+00
 -4.0210276e+00 -7.8649056e-01 -7.4170117e+00 -3.6753452e+00
 -8.2976942e+00 -2.9628744e+00 -2.5232902e+00 -6.1237532e-01
 -5.2264423e+00 -4.1100746e-01  2.0205593e+00  3.6963034e+00
  4.5838132e+00  5.1453514e+00  7.1396990e+00  7.8767495e+00
  1.0059586e+01  4.1886697e+00  6.2308006e+00  2.2617011e+00]",Anger
136,"[-4.4504495e+02  9.5901962e+01  1.7114372e+01  3.9905109e+01
 -2.4014757e+01  1.1668117e-01 -7.7985210e+00  5.9379683e+00
 -6.2874928e+00  1.3042657e+00 -8.7728338e+00 -2.0446725e+00
 -4.8340755e+00  6.6092801e+00 -6.8610749e+00  2.4160162e-01
 -2.8339283e+00  1.3569336e+00 -4.2516260e+00 -5.2585182e+00
 -2.5989022e+00 -1.0271831e+00 -7.9150510e+00 -2.9216459e+00
 -8.7126608e+00 -3.0186555e+00 -2.4291296e+00  5.9582108e-01
 -2.9346175e+00  3.1618598e+00  7.3937244e+00  7.4564734e+00
  8.5142641e+00  6.1171293e+00  5.6309853e+00  6.9489050e+00
  6.9211121e+00  2.0644341e+00  4.9713821e+00  9.0543264e-01]",Anger
137,"[-4.0480899e+02  9.1803810e+01  9.8484421e+00  3.3029457e+01
 -2.0594915e+01 -4.7804713e-01 -1.3801710e+01  1.0649608e+01
 -7.2448392e+00 -3.9265177e+00 -7.2249222e+00 -3.4262073e-01
 -8.4100571e+00  6.8518677e+00 -7.2670422e+00 -2.4472394e+00
 -5.2451615e+00 -2.9510784e+00 -8.6044264e+00  1.5599048e+00
 -4.7446160e+00 -1.9644253e+00 -5.6842790e+00 -1.5178388e-01
 -7.2707844e+00 -4.7351842e+00 -4.7390876e+00 -2.4834585e+00
 -5.7610278e+00 -4.2088251e+00 -2.6543992e+00 -8.3398771e-01
  2.3890469e+00  3.9184141e-01  1.0415666e+00 -3.5732099e-01
  8.1045502e-01 -2.3348148e+00  8.0233222e-01  5.0513035e-01]",Anger
138,"[-3.9465570e+02  8.9910187e+01  9.6003456e+00  3.5705376e+01
 -2.1626850e+01  3.6617810e-01 -1.2486625e+01  1.0655202e+01
 -6.6213870e+00 -6.3023229e+00 -8.8228674e+00 -1.5833440e+00
 -8.6255875e+00  7.6885705e+00 -6.7172575e+00 -7.9366982e-01
 -4.6102571e+00 -1.0042547e+00 -7.5938253e+00  2.7193847e+00
 -5.5101199e+00 -3.3899937e+00 -6.5589890e+00  1.6045453e-01
 -6.8700566e+00 -3.5095029e+00 -4.2309613e+00 -2.3721786e+00
 -6.3080153e+00 -5.0411968e+00 -2.8502271e+00 -4.2942848e+00
 -6.7284012e-01 -2.7898090e+00 -9.0105814e-01  5.6865454e-01
  3.5904920e+00  3.9291885e-01  1.6693223e+00  6.6654849e-01]",Anger
139,"[-4.2774429e+02  8.6318756e+01 -4.3889647e+00  2.7317095e+01
 -1.1679165e+01  1.3323356e+01 -8.3577271e+00  7.6268559e+00
 -1.0800156e+01  3.1526954e+00 -5.1918864e-01  5.1270595e+00
 -1.1944847e+01  8.1231403e+00 -1.8607274e+00  5.1462898e+00
 -1.1071020e+00  2.1932108e+00 -4.9798474e+00  1.4455338e+00
 -3.2498660e+00  3.7209466e+00 -6.0219488e+00 -5.1420007e+00
 -6.3211961e+00  1.9832067e+00 -2.0366893e+00 -2.0465162e+00
 -1.5614257e+00  3.8532373e-01 -1.1557683e+00  3.6489184e+00
 -1.3281165e+00  1.6401505e+00  2.9320698e+00  7.4049859e+00
  3.9652510e+00  2.1655650e+00  4.4556026e+00  1.1350862e+00]",Anger
140,"[-4.5386572e+02  7.0510155e+01  6.8837352e+00  1.9297478e+01
 -2.0969233e+01  3.8365276e+00 -6.2439547e+00  8.3123055e+00
 -1.7943382e+01  1.0042728e+01 -5.0783062e+00  5.2933030e+00
 -3.6278496e+00  9.3717737e+00 -5.1888094e+00  4.9870191e+00
 -8.5341940e+00 -2.2182550e+00 -5.4750175e+00 -1.8356884e+00
  1.4000292e+00  7.4926682e+00 -1.1346799e-02  5.0647588e+00
  9.0509301e-01  4.8837686e+00  5.6982360e+00  7.3391533e+00
 -1.4613458e+00  2.8368187e+00  5.4794484e-01  6.3255811e-01
  8.8182348e-01  2.6778827e+00  6.1976302e-01  1.8800942e+00
  3.0825698e+00  1.8159734e+00  8.3926100e-01  1.5500113e+00]",Anger
141,"[-4.3662408e+02  8.6351494e+01 -6.5444374e-01  2.9789316e+01
 -7.3467140e+00  1.3177984e+01 -9.0440197e+00  9.3316746e+00
 -8.5787153e+00  2.5429163e+00 -1.8870708e+00  8.6229610e+00
 -1.2015941e+01  7.4782233e+00 -1.5755799e+00  6.2965889e+00
 -1.4044622e+00  3.2865274e+00 -4.7109675e+00  1.4288142e+00
 -1.6089872e+00  2.9131131e+00 -7.5789962e+00 -4.9958916e+00
 -6.8846307e+00 -2.0040871e-01 -2.8401577e+00 -1.5915288e-02
 -2.1564336e+00  7.7604759e-01  8.7222625e-03  2.1334538e+00
 -3.5585934e-01  2.0216880e+00  1.0644490e+00  5.9240904e+00
  4.2221704e+00  3.6713762e+00  3.4898286e+00  1.0102895e+00]",Anger
142,"[-3.8593512e+02  7.8341507e+01 -1.1164010e+01  2.4933428e+01
 -1.0252130e+01  1.0264329e+01 -1.2631270e+01  2.8668375e+00
 -1.0763985e+01  3.5156646e+00 -1.0296835e+00  2.2669065e+00
 -1.5343816e+01  1.0505323e+01 -2.6199307e+00  3.8071141e+00
 -1.7320422e+00  2.9122201e-01 -5.3996377e+00  5.3067760e+00
 -4.6865163e+00 -6.4167333e-01 -7.1286430e+00 -2.6249301e+00
 -3.7724862e+00 -2.5803033e-01 -4.2464128e+00 -4.5997639e+00
 -2.2700281e+00 -5.0234733e+00 -4.4871860e+00 -2.3471394e-01
 -1.4640988e+00 -6.4438802e-01  5.5761302e-01  3.7625642e+00
  9.6050721e-01  1.9030814e+00  4.7600470e+00  3.7168236e+00]",Anger
143,"[-365.5575      77.64106    -11.069465    28.13393     -9.381073
   12.015185   -12.304803     7.126465    -9.831393     3.3866115
   -2.7378585    4.327331   -14.553392     8.570874    -2.207228
    3.4007947   -4.090197     2.210462    -5.6468606    3.4758897
   -5.288001    -0.504006    -6.479211    -1.2215433   -3.631291
   -1.6360996   -4.047572    -2.010682    -3.2622519   -3.2874627
   -5.088238    -1.5619407   -1.8872495   -3.0220656   -0.9092549
    2.8594935    1.7421014    2.5234644    5.5973716    4.762852 ]",Anger
144,"[-5.8429089e+02  5.7026596e+01 -1.9668030e+01  1.3710011e+01
 -4.9699507e+00  4.3419070e+00 -1.5269704e+00  5.2362900e+00
 -9.7185726e+00  5.1671305e+00 -5.4800596e+00  2.7645533e+00
 -7.3939815e+00  4.6681662e+00 -1.0930995e+00  5.1191959e+00
 -4.6794276e+00  1.5226233e+00 -4.7915969e+00  9.6796143e-01
 -7.3107309e+00  9.7755063e-01 -4.4250636e+00 -1.7011957e+00
 -1.1372372e+00  1.8857598e-01 -2.9638343e+00  1.7790445e+00
 -2.6949368e+00 -4.3286607e-01  4.5319393e-02  4.1152886e-01
 -1.0207533e+00 -2.0658582e-01 -2.0279160e+00  1.6879232e-01
 -7.4796259e-01  5.1434594e-01 -4.7564760e-01  5.0154239e-01]",Anger
145,"[-3.4093582e+02  1.0445193e+02 -4.5319458e+01  3.0282698e+01
 -2.9736958e+01  1.4936624e+01 -1.6585863e+01 -2.7156837e+00
 -6.6693349e+00 -1.7667549e+01 -1.6055565e+00 -1.1694146e+01
 -1.3977777e+00 -7.0816483e+00  4.8997421e+00 -1.2439068e+01
 -1.3487023e+00  3.6607218e+00 -7.4257512e+00  5.6921725e+00
 -5.4675692e-01  5.6570163e+00  6.6087192e-01  4.0180898e+00
  4.7435317e+00  2.2269888e+00  5.3355556e+00  3.9857841e+00
  6.1332612e+00  2.5415032e+00  5.7039208e+00  1.6384323e+00
  2.3835068e+00  2.2123268e+00  1.5718192e-01  2.4106121e+00
  3.8495585e-01  1.8995153e+00 -6.1624473e-01 -5.8507061e-01]",Anger
146,"[-4.4492917e+02  6.3691250e+01  1.3718896e+01  3.5907593e+01
 -2.0922895e+01  7.8966312e+00 -5.4032874e+00  1.2603396e+01
 -9.9577866e+00 -1.5067577e+00 -1.4269041e+00 -1.0561081e+00
 -6.5011587e+00  9.3847065e+00 -4.5259233e+00  3.2117257e+00
  2.4261999e+00  4.8508773e+00 -9.4867742e-01 -4.0248660e-03
 -3.3129961e+00  8.0322278e-01 -5.1643162e+00 -6.8415370e+00
 -7.7575564e+00 -1.0202842e+00 -8.3264053e-02 -3.6705410e-01
 -3.6703067e+00  7.1010828e-02 -7.3526520e-01  4.7018061e+00
  3.4404936e+00  5.0033731e+00  7.3915830e+00  7.7551441e+00
  6.9589057e+00  3.6452258e+00  5.3613710e+00  1.7173243e+00]",Anger
147,"[-4.5218451e+02  6.1838516e+01  1.4813049e+01  3.8400833e+01
 -2.3691803e+01  1.0758717e+01 -6.5460577e+00  1.3754246e+01
 -1.2109824e+01  2.2165344e+00 -4.1445856e+00 -4.6297380e-01
 -5.3100338e+00  1.0054448e+01 -3.9078152e+00  3.4788144e+00
  2.1025412e+00  4.3542843e+00 -5.7246798e-01 -5.3939766e-01
 -4.9227028e+00  9.5138115e-01 -5.9975896e+00 -4.2843103e+00
 -5.6946187e+00 -1.3587915e+00 -2.1223245e+00  9.2502072e-02
 -2.8175964e+00  3.5082510e+00  4.0579000e+00  9.5591106e+00
  6.3180661e+00  7.9026413e+00  6.7329884e+00  5.0286164e+00
  5.3339953e+00  2.1506124e+00  4.5493555e+00  2.8681457e+00]",Anger
