,feature,class
111,"[-5.13268677e+02  6.48925095e+01 -1.92506294e+01  1.15102215e+01
 -4.56252050e+00  1.57176185e+00 -3.69207430e+00  2.71487164e+00
 -1.27648478e+01 -1.76961136e+00 -5.69886065e+00 -1.97760510e+00
 -4.98828793e+00 -3.07062417e-01 -4.81630659e+00  5.14853001e+00
 -5.38744307e+00 -3.40517020e+00 -3.10353899e+00 -1.31116652e+00
 -8.63131809e+00 -8.76434326e-01 -2.35090733e+00 -4.62315798e+00
 -8.93621147e-01 -9.21488553e-02 -2.84577203e+00 -4.35999095e-01
 -2.58944869e+00 -1.49418807e+00 -2.78922987e+00 -2.05510831e+00
 -2.08563662e+00 -2.60984039e+00 -1.33145976e+00 -1.98811483e+00
 -2.65455794e+00 -1.56565773e+00 -1.65239847e+00 -1.95547867e+00]",Anger
112,"[-4.8094714e+02  3.4038010e+01 -1.0383095e+01  4.4995060e+00
 -2.8381660e+00 -3.0400770e+00 -5.8727884e+00 -5.5823927e+00
 -1.2758649e+01  4.3949890e-01 -1.5481046e+01  1.3551323e+00
 -9.5556936e+00  2.7021644e+00 -2.1989465e+00 -1.9426433e+00
 -1.2459462e-01  2.6766696e+00 -4.9860436e-02  2.6783805e+00
 -1.1072326e+00  3.1327970e+00  1.1424598e-01  2.4267247e+00
  1.7175800e+00  2.8049772e+00  1.3052944e+00  6.7650020e-01
 -1.1664630e-01  1.7158829e+00  4.1746780e-01  2.0519201e-01
  7.7693540e-01  1.7533638e+00  2.0777886e+00  1.5065266e+00
  1.9440346e+00  1.6103597e+00  1.1176029e+00 -2.4585964e-01]",Anger
113,"[-3.7045871e+02  1.3798608e+02  1.2534998e+01  5.3507046e+01
 -1.1131557e+01  6.9693227e+00  1.4902750e+00 -1.6580545e+00
 -9.3898811e+00 -5.8714104e+00  2.9314606e+00 -8.4626865e+00
 -1.4399263e+00 -7.9133077e+00  1.5779691e+00 -6.9586716e+00
 -6.0473776e+00  9.1847616e-01 -3.7781894e+00 -1.5108410e-01
 -5.5476322e+00 -1.4163687e+00 -2.3913758e+00  1.6193572e+00
  9.3685013e-01  1.4598303e+00  4.8034472e+00 -1.5471804e+00
 -6.9794017e-01 -1.3247830e+00  2.1941404e+00  5.5631071e-01
  2.4577429e+00  3.5592208e+00 -3.2631785e-01  8.4012412e-02
 -3.2794721e+00 -1.0071589e+00 -9.5013261e-01  3.3820930e-01]",Anger
114,"[-4.0195789e+02  1.2709388e+02  2.3281757e+01  3.8486721e+01
  1.7384185e+00  1.2730448e+01 -1.7303057e+00  1.9984287e+00
  1.0646405e+00 -1.8552015e+00  4.0057921e+00 -5.7478247e+00
 -6.1711472e-01 -8.0637465e+00 -1.5235025e+00 -2.6467113e+00
 -6.1634250e+00 -1.6592746e+00 -3.9688060e+00 -1.1298112e+00
 -5.1766577e+00 -2.7373927e+00 -2.5114038e+00  5.2551353e-01
  2.4275718e+00  1.9379056e+00  2.8176079e+00 -2.3997998e+00
  9.4345433e-01  7.7395648e-02  1.3051740e+00  5.2371106e+00
  6.3333831e+00  5.5222158e+00  4.2150053e-01  1.2548275e+00
  5.2296263e-01  1.2014217e+00  1.7213582e+00  4.7434035e-01]",Anger
115,"[-3.2203616e+02  1.0537332e+02  1.7971994e+01  3.8848381e+01
 -4.0765882e+00  4.9939380e+00 -6.1553202e+00 -1.5983572e+00
 -6.6705098e+00 -3.1429155e+00  8.8178277e-01 -6.1284618e+00
  1.2244658e+00 -7.8631954e+00 -1.1158621e-01 -5.6782198e+00
 -4.5656061e+00 -8.5053635e-01 -5.2352691e+00 -2.7320864e+00
 -5.7759624e+00 -1.4079773e+00 -6.7481947e-01  4.5858688e+00
  3.8709805e+00  5.1770935e+00  5.3950925e+00  4.3196911e-01
  1.8281517e+00 -1.3808677e+00  1.4609301e+00  2.4907260e+00
  4.9774685e+00  3.4018707e+00 -3.4467828e-01  1.2208833e+00
 -3.6157038e-02  2.2049413e+00  1.7519006e+00  8.1063437e-01]",Anger
116,"[-3.5768793e+02  1.3760168e+02  2.2682894e+01  2.9771845e+01
 -1.3041940e+01  3.3424044e+00  8.1473694e+00 -2.1510324e+00
 -6.6156583e+00 -4.0170097e+00 -5.8663145e-02 -4.9030280e+00
 -3.5265727e+00 -6.2486324e+00 -9.1770482e-01 -4.2454000e+00
 -3.9953039e+00 -8.6127836e-01 -6.6444153e-01 -1.7731036e+00
 -4.4186883e+00 -2.4108221e-01 -3.9835787e+00  7.6661563e-01
  2.6485686e+00 -4.4639330e-02  1.4771045e+00 -5.6055176e-01
 -3.3381996e-01 -1.7849379e+00  4.9656063e-01  1.1940529e+00
  3.8994288e+00  4.5443172e+00 -6.5276027e-01 -8.7699664e-01
 -5.9099946e-02  1.5916076e+00  1.2371879e+00  1.4998307e+00]",Anger
117,"[-3.4795337e+02  1.2709293e+02  1.2557880e+01  3.7162304e+01
 -8.2247944e+00  1.1518302e+01  3.3609855e-01 -5.3995538e+00
 -6.3153410e+00 -1.3860189e+00  1.0395384e+00 -8.3717546e+00
 -2.6074753e+00 -7.1726446e+00  3.8128288e+00 -4.7190909e+00
 -6.6257658e+00  6.1359137e-01 -2.6606309e+00 -2.2224309e+00
 -5.4926863e+00 -3.9392257e+00 -5.1465073e+00  1.6915810e+00
  1.3382511e+00  1.1394618e+00  5.9681714e-01 -3.8894777e+00
 -8.2816273e-01 -3.2479801e+00  1.3260431e+00  4.7254324e+00
  6.7851233e+00  6.4505720e+00  2.9191175e+00  2.4431195e+00
 -6.0568180e-02  5.5585074e-01  1.1429185e+00  2.5056953e+00]",Anger
118,"[-4.2041391e+02  1.4117990e+02  2.4808609e+01  5.9932911e+01
 -1.1856142e+01  1.4349832e+01 -7.0374453e-01  1.8255694e+00
 -4.0703459e+00 -5.6627469e+00  2.3151193e+00 -8.5871372e+00
  2.8535066e+00 -8.6614971e+00  7.0111418e-01 -4.9329624e+00
 -4.4753523e+00 -7.0674437e-01 -5.2449975e+00  8.8534015e-01
 -5.5107255e+00 -3.0974939e-01 -4.2015214e+00  7.9325342e-01
  1.8900836e+00 -1.0957655e+00  1.6059065e+00 -2.5571702e+00
  8.5136390e-01 -5.7064527e-01  2.6675787e+00  2.0662415e+00
  4.0244827e+00  4.2989769e+00 -8.3185829e-02  2.6352100e+00
  1.5673089e+00  2.3556991e+00  1.1442438e-01  2.0452265e-01]",Anger
119,"[-3.5181729e+02  1.2284998e+02  1.8079338e+01  5.2907825e+01
 -1.7827585e+01  4.2569695e+00 -4.5315881e+00 -5.2978749e+00
 -4.5412745e+00 -6.4910430e-01  2.7526224e-01 -7.6006393e+00
  3.5410843e+00 -8.6446991e+00 -8.2988465e-01 -3.4940832e+00
 -2.8737597e+00 -2.8002975e+00 -3.4444318e+00  9.8817903e-01
 -5.8849401e+00 -1.3659891e-01 -3.8050878e+00 -4.5910153e-01
 -4.6718869e-02 -2.4305747e-01  7.4096954e-01 -4.0037556e+00
 -1.2017215e+00 -2.0487599e+00  6.9690025e-01  1.8015392e+00
  6.6389055e+00  6.3429112e+00  2.4643781e+00  4.5436087e+00
  3.3889177e+00  3.3068054e+00  2.3945315e+00  2.4566855e+00]",Anger
120,"[-4.15760986e+02  1.33910995e+02  1.37134447e+01  5.91573296e+01
 -3.37053990e+00  1.61374245e+01 -8.21822929e+00  5.24376297e+00
  8.42000902e-01 -5.04082298e+00  1.15195654e-01 -1.03185101e+01
  3.55978060e+00 -1.06758232e+01  1.38710165e+00 -4.61597443e+00
 -4.72778082e+00 -8.48037779e-01 -8.09257030e+00 -6.40414119e-01
 -5.41900349e+00 -1.42576182e+00 -5.41477776e+00  1.83846280e-01
  6.35429800e-01  1.72411084e-01  3.84634662e+00 -1.94714212e+00
  8.79214585e-01 -9.97661471e-01  1.36791742e+00  1.21019852e+00
  4.07579803e+00  2.71334052e+00 -6.63925767e-01  1.88021529e+00
 -1.41322839e+00  8.31105888e-01  8.36685002e-02 -4.31504071e-01]",Anger
121,"[-2.8960770e+02  1.0243511e+02 -3.1042733e+00  3.6261162e+01
 -7.3007317e+00  8.9254074e+00 -9.4257889e+00  2.9256191e+00
 -4.7398810e+00 -1.8403544e+00  4.2725930e+00 -9.2383928e+00
 -1.2811409e+00 -1.2633318e+01  2.4517417e+00 -5.7763219e+00
 -5.4792519e+00  5.8934488e+00  1.9863434e+00  4.0627518e+00
 -2.8496540e+00  4.6400452e-01  1.3340478e+00  3.5020680e+00
 -1.2161025e+00 -6.1890367e-02  9.5576012e-01 -7.1035343e-01
  2.5817959e+00 -3.1065986e+00  1.9812102e+00  3.8008056e+00
  4.4818559e+00  2.3818059e+00  1.1289192e+00  3.5792308e+00
  4.9978355e-01  2.7241488e+00  2.6652181e+00  2.1332655e+00]",Anger
122,"[-2.6037592e+02  1.0083021e+02 -6.7405548e+00  3.6500248e+01
 -1.9342525e+01  2.5667498e+00 -3.8828435e+00 -1.0735079e+00
 -7.9013152e+00 -2.4634175e+00  1.7870011e+00 -7.2714810e+00
  4.3181481e+00 -6.8055816e+00  9.9110764e-01 -6.8055439e+00
 -5.2443066e+00 -2.3400159e+00 -7.5188932e+00 -1.9908041e+00
 -4.5202193e+00 -1.6965082e+00 -3.4392660e+00  4.2633424e+00
  2.2005134e+00  4.1916451e+00  7.9006314e+00  3.4597123e+00
  4.6819024e+00  2.6567829e-01  1.4187208e+00 -8.4892100e-01
  2.7901046e+00  2.8995533e+00 -1.2311484e+00 -3.1303737e-02
  1.1158499e+00  4.1703076e+00  9.6969873e-01  1.3450077e-02]",Anger
123,"[-4.1721988e+02  3.5514584e+01 -1.9275934e+01  6.5283537e+00
 -1.0804237e+01 -8.4982996e+00 -4.2925682e+00 -1.5145073e+00
 -1.2479842e+01 -8.7959176e-01 -1.3042825e+01  3.7419397e-01
 -7.8639612e+00  1.9936136e+00 -4.3381224e+00 -1.2809588e+00
 -4.7728491e+00  3.6455007e+00 -2.8386874e+00  1.6055167e+00
 -1.3163519e+00  2.5996897e+00 -2.7542760e+00  3.7298276e+00
  3.8572344e-01  3.2531333e+00  3.9218760e+00  2.5316281e+00
  4.4987228e-02  1.5886602e+00 -8.7682807e-01  1.1813204e+00
  7.1701550e-01  1.6182775e+00  1.1986426e-01  1.1755079e+00
  1.5504807e+00  8.8169312e-01  7.4081328e-03  2.3699792e-01]",Anger
124,"[-3.5143872e+02  1.0670493e+02 -4.4569530e+00  5.7766232e+01
 -9.4079390e+00  9.8893242e+00 -8.2171202e+00 -3.2413518e-01
 -2.2745411e+00 -1.5067679e+00  2.6118424e+00 -4.3048534e+00
  9.1764421e+00 -7.4760647e+00 -9.9065310e-01 -9.9313145e+00
 -7.0269146e+00 -6.0020189e+00 -1.1320152e+01 -7.5967473e-01
 -4.9857287e+00  3.1702361e+00  2.4636073e+00  3.8888280e+00
  4.1125197e+00  3.9291997e+00  3.1047468e+00  4.0990016e-01
  5.1868157e+00  5.5222368e+00  4.3215609e+00 -3.1629257e+00
 -6.5490323e-01 -4.3946406e-01 -1.0072821e+00  2.2424061e+00
 -5.2379900e-01  5.5654854e-01  2.3884833e+00  3.0522943e+00]",Anger
125,"[-2.3875125e+02  8.3472237e+01 -3.6736576e+01  3.4815647e+01
 -2.9476954e+01  1.0757282e+01  4.1726992e-01 -6.4922910e+00
 -5.6694994e+00 -4.6345940e+00 -7.9115164e-01 -9.2793779e+00
  7.4059110e+00  4.0852618e+00  1.3178861e+01  5.7442775e+00
 -1.8333972e+00 -1.1476737e+01 -1.0708841e+01  2.7096376e-01
 -6.0990419e+00 -7.5291330e-01 -6.8511214e+00 -4.0679317e+00
  1.0886858e+00  3.1513801e+00  3.4142363e+00  4.3495536e+00
  8.7791214e+00  2.3099864e+00 -8.4442008e-01 -2.7651703e+00
  4.6936846e+00  2.7084894e+00 -1.3183937e+00  2.2788959e+00
 -9.1529205e-02 -3.9572361e-01  1.2590941e+00  4.1974816e+00]",Anger
126,"[-3.8898581e+02  1.3346399e+02 -9.8596497e+00  5.2844601e+01
 -1.3335253e+01  1.4938180e+01  2.3261065e+00 -5.7445388e+00
 -6.6104469e+00  2.5774953e-01  8.5996132e+00 -5.1927991e+00
  3.7161088e+00 -7.9709125e+00  3.0096421e+00 -2.5942960e+00
 -4.5115604e+00 -3.6492491e+00 -1.2831257e+01 -3.8775566e+00
 -1.0225178e+01 -3.9833605e+00 -4.7269058e-01 -2.2449203e+00
 -3.9015255e+00 -2.2170939e-01  1.6047624e+00  4.2178237e-01
  9.7322140e+00  8.9792137e+00  1.1092233e+01  5.8936963e+00
  4.3141680e+00  1.3939649e+00 -3.6166918e+00  2.4686224e+00
 -5.8464396e-01  2.7240186e+00  1.3697362e+00 -2.2542772e+00]",Anger
127,"[-3.03223480e+02  9.94258575e+01 -1.84320984e+01  4.28685074e+01
 -2.31428108e+01  1.74149246e+01  4.17453384e+00 -7.90165329e+00
 -2.80246329e+00 -6.89027727e-01  3.65594482e+00 -5.18078661e+00
  1.17254090e+00 -1.14734335e+01 -4.95226717e+00 -6.35624123e+00
 -2.60694480e+00 -1.37407434e+00  4.30189276e+00  1.05968256e+01
 -3.77027559e+00  2.36509395e+00 -3.27828646e+00 -3.63172626e+00
  1.51831098e-02  6.91771150e-01  3.49926448e+00  6.38573587e-01
  1.32729375e+00 -1.22826707e+00  1.86314368e+00  1.10193956e+00
  1.26017511e+00  1.67119622e+00  3.18685198e+00  3.91286826e+00
  9.86066163e-01  3.21011281e+00  4.26856375e+00  3.50988078e+00]",Anger
128,"[-3.6934976e+02  1.1211153e+02  6.2315321e+00  5.4176495e+01
 -5.7279906e+00  7.9392180e+00  8.8712364e-01 -4.1968384e+00
 -6.4803429e+00 -4.2727523e+00  1.4428440e-01 -1.9998585e+00
  3.9072511e+00 -7.6453867e+00  1.4823277e+00 -7.1580219e+00
 -6.2950683e+00 -9.3662769e-01 -8.0136423e+00 -5.4223957e+00
 -9.0879402e+00 -6.7074947e+00 -7.4164205e+00 -8.3030039e-01
  1.4617214e+00  4.7878566e+00  9.2601347e+00  7.6927929e+00
  1.0965664e+01  6.8428426e+00  5.8730493e+00  1.9592909e+00
  9.5295781e-01  2.2502491e+00  6.0373574e-01  2.1847653e+00
 -1.4160173e-01 -4.8743242e-01 -7.4529350e-01 -1.2394544e+00]",Anger
129,"[-3.8039023e+02  1.1901774e+02  2.0943036e+00  5.3379311e+01
 -8.9355574e+00  1.3251291e+01 -3.6867428e+00 -1.0206839e+00
 -2.2530265e+00 -1.4183174e+00  1.8883020e+00 -7.0808568e+00
  6.0706067e+00 -6.4917707e+00 -4.7604054e-01 -6.9643588e+00
 -4.4976759e+00 -3.7137098e+00 -8.6408224e+00 -1.1630348e+00
 -7.2745223e+00 -2.6301737e+00 -4.8213716e+00 -3.3473030e-02
  1.7481649e+00  3.5530453e+00  7.0347748e+00  3.3907523e+00
  6.1682291e+00  2.5364358e+00  1.3537239e+00 -6.0355973e-01
  2.6816919e+00  3.2772410e+00  9.9520564e-01  2.5085676e+00
  9.1277324e-02  1.9548339e+00  2.8996830e+00  1.4594933e+00]",Anger
130,"[-3.6526904e+02  1.1313189e+02  5.0816116e+00  6.2191948e+01
 -1.0784354e+01  8.3637238e+00 -9.0236025e+00 -2.1324940e+00
 -7.6506400e+00 -3.3366530e+00  2.7618017e+00 -6.6807280e+00
  4.6151152e+00 -8.3618393e+00  2.8978591e+00 -9.1816711e+00
 -6.2999063e+00 -5.3946276e+00 -1.0008065e+01  1.4421238e-01
 -6.3584566e+00  1.9123658e+00 -1.3914134e-01  2.7459254e+00
  1.4397761e+00  2.1654077e+00  4.4518180e+00  1.8638382e+00
  5.9478936e+00  1.5231894e+00  3.0161171e+00  1.5262726e-01
  2.2547274e+00  1.0945747e+00 -1.7918338e+00  2.5680792e+00
  8.2948726e-01  6.7101759e-01 -3.8468727e-01  1.0430102e+00]",Anger
131,"[-3.4613156e+02  1.2191516e+02 -9.0145245e+00  4.3265614e+01
 -2.1700794e+01  1.2367023e+01  8.6227506e-01 -3.1226075e+00
 -2.0323801e+00 -1.7677842e+00  8.3018428e-01 -3.6949732e+00
  5.6547890e+00 -6.9179206e+00 -8.8219893e-01 -7.4908280e+00
 -1.0623404e+00 -1.9215291e+00 -6.9277782e+00 -3.1727664e+00
 -8.4399719e+00  3.0209453e+00  1.1576718e+00  5.1103358e+00
  4.9231610e+00  3.5508521e+00  4.7823763e+00  5.0796700e-01
  2.3399439e+00  1.0770637e+00  2.4888725e+00 -1.3161641e+00
 -8.2464069e-02  5.4240721e-01  1.3229881e-01  1.3728580e+00
  7.7425107e-02  2.6906939e+00  1.9416590e+00 -3.0977720e-01]",Anger
132,"[-3.4164459e+02  1.1662526e+02 -4.9638209e+00  4.6362995e+01
 -1.6793678e+01  1.3833649e+01 -2.5767345e+00 -2.6291921e+00
 -3.4649968e+00  4.9147364e-01  1.4323264e+00 -6.3110213e+00
  5.4234157e+00 -6.9787254e+00 -3.0384624e-01 -9.3018980e+00
 -2.8816092e+00 -3.5372555e+00 -6.2067189e+00  1.1403680e+00
 -7.7104540e+00 -1.7545656e+00 -2.5359359e+00  3.6592302e+00
  4.7736135e+00  5.2265911e+00  5.6468887e+00  1.7633622e+00
  3.1136734e+00  1.7729492e+00  1.6404575e+00 -2.1907744e+00
  1.6736274e+00  1.4216909e+00  2.6280122e+00  5.0502744e+00
  1.2426270e+00  1.4979798e+00  1.0775129e+00  2.6497903e-01]",Anger
133,"[-3.4170929e+02  1.0498572e+02  1.2291258e+01  4.4853386e+01
 -1.1390520e+01  1.2841567e+00  9.9762881e-01 -3.8915412e+00
 -5.1806040e+00 -3.3957526e-01 -1.4715563e+00 -3.8602271e+00
  2.5364738e+00 -7.6740484e+00 -2.2359886e+00 -9.7674437e+00
 -4.9259505e+00 -2.2372649e+00 -3.4091303e+00  8.3533067e-01
 -4.3305187e+00  2.0331578e+00 -1.4077924e+00  2.5353673e+00
  2.8367343e+00  3.0785568e+00  5.9269023e+00  2.2198513e+00
  5.9617329e+00  3.5913923e+00  1.5880630e+00 -2.8063924e+00
 -6.5515608e-01  5.7715774e-01 -1.4833428e-01  2.9336252e+00
 -8.0728434e-02  3.2063694e+00  3.8033636e+00 -2.6572539e-02]",Anger
134,"[-3.9074481e+02  2.2377188e+01 -1.9356039e+01  1.7851208e+01
 -5.2193942e+00 -9.8391333e+00 -6.6867366e+00 -4.0733967e+00
 -1.3211649e+01 -3.9848211e+00 -1.4622657e+01  1.8741517e+00
 -8.9423351e+00  1.4039161e+00 -4.4927120e+00 -8.5833952e-02
 -3.2961450e+00  1.3627601e+00 -2.3740480e+00  3.1055668e-01
 -2.1488490e+00  1.9650226e+00 -1.6235329e-01  2.7252297e+00
  1.3150954e+00  2.3041949e+00  1.0580965e+00  3.6509514e-02
 -2.7088679e-02  5.5675912e-01  7.4709523e-01  8.5741657e-01
  2.0157264e-01  1.1733469e+00  8.8868272e-01  1.3745317e-01
  1.1517150e+00  9.2136848e-01  8.8657629e-01 -4.9814928e-01]",Anger
135,"[-3.6019363e+02  1.0841825e+02  1.5361296e+01  4.9488205e+01
 -1.4046259e+01  2.7930565e+00 -3.6696532e-01 -4.6043868e+00
 -3.9758730e+00  2.5906596e-01 -1.4594668e-01 -4.2290524e-02
  7.1663351e+00 -7.3870649e+00 -1.1268220e+00 -9.5303974e+00
 -5.9151688e+00 -4.4306183e+00 -8.0589542e+00 -9.7532505e-03
 -5.8076215e+00  1.5121837e-01  1.0407784e+00  2.4547389e+00
  1.9147849e+00  2.5684993e+00  3.6525366e+00  9.4655132e-01
  3.8995042e+00  3.0917025e+00  3.9800370e+00  1.3254176e+00
  3.4132380e+00  2.2402110e+00  5.8419281e-01  2.6908464e+00
 -4.0217373e-01  1.9414496e+00  2.4899626e+00  7.4644589e-01]",Anger
136,"[-3.2082843e+02  8.9792770e+01 -8.0242538e+00  5.6488735e+01
 -3.0556839e+00  8.4560375e+00 -4.2973218e+00  1.1854521e+00
 -2.5447786e+00 -1.3847170e+00 -9.1045368e-01 -6.3908124e+00
  3.3894594e+00 -7.5245810e+00  1.1143765e-01 -1.1534497e+01
 -3.9014196e+00 -1.8890952e+00 -8.2378349e+00 -2.8970355e-01
 -6.2020111e+00 -2.5430415e+00 -3.1206660e+00  1.5258180e+00
  1.2607834e+00  4.6318550e+00  5.2282419e+00  2.0184278e+00
  5.9020224e+00  3.6939731e+00  3.3492537e+00 -1.0503937e+00
  2.1318464e+00  1.5605086e+00  2.9320073e-01  2.9765203e+00
  1.0390079e+00  1.0233109e+00  1.2940124e+00  2.2993751e+00]",Anger
137,"[-3.4221512e+02  9.7313591e+01 -6.1734309e+00  5.7542793e+01
 -1.0754985e+01  1.5280108e+01 -1.5653130e+01  1.8317409e+00
 -3.1479692e+00 -2.5060840e+00  3.7429533e+00 -5.3091440e+00
  6.9783087e+00 -8.7384949e+00  1.9990561e+00 -1.1121965e+01
 -3.3043919e+00 -4.7403579e+00 -7.7706633e+00  3.3955274e+00
 -8.6836357e+00 -1.8610626e+00 -1.0868714e+00  5.6976032e+00
  7.0247660e+00  6.2348409e+00  2.8152189e+00  7.3125255e-01
  3.7349260e+00  1.6352774e+00  1.7972689e+00 -3.4247606e+00
  1.1710141e+00  2.9814130e-01  9.6239275e-01  3.6457756e+00
  1.4921172e+00  1.7381063e+00  3.9891683e-02 -9.5944226e-01]",Anger
138,"[-2.82027161e+02  1.00187080e+02 -1.01741180e+01  4.19216919e+01
 -1.61289444e+01 -1.00174773e+00 -1.43134031e+01  1.94495618e+00
 -7.49001789e+00 -6.90990400e+00  8.97825435e-02 -9.72978306e+00
  6.07412243e+00 -8.73115540e+00 -6.47444308e-01 -3.62585336e-01
  2.68566799e+00  1.45681536e+00 -3.60355377e-01  2.96786118e+00
 -8.44246292e+00 -1.74069798e+00 -3.26083207e+00  7.11936414e-01
  2.40893388e+00  1.91456294e+00 -7.59631321e-02 -3.89792700e-03
  6.48662853e+00  3.41592193e+00  3.75820637e+00 -2.21644187e+00
  3.71463895e-01  2.84244061e+00  9.36047733e-01  2.30414724e+00
  1.54843593e+00  1.43184555e+00 -1.51160395e+00 -1.05266474e-01]",Anger
139,"[-2.1995872e+02  7.7986397e+01 -3.4613468e+01  3.2971188e+01
 -2.6185627e+01  1.2796930e+01 -1.6059639e+01  1.0757021e+00
 -5.3911204e+00 -3.5169337e+00  2.9132979e+00 -9.8326530e+00
  1.9765387e+01  1.0818380e+01  1.6278524e+01 -7.1055895e-01
 -1.1786411e+01 -1.4913483e+01 -7.4928060e+00  3.6756315e+00
 -6.6728435e+00 -2.7212815e+00 -6.4177165e+00  3.4067972e+00
  2.5480609e+00  1.2505744e+00  3.9422724e+00  5.0271974e+00
  5.4215574e+00 -2.2570305e-01  3.5710473e+00 -5.5373770e-01
  2.4348409e+00  6.1070836e-01 -4.5794010e-01  9.2942715e-02
 -7.1659452e-01  2.4883173e+00  1.5635761e-02  1.9069525e+00]",Anger
140,"[-3.99398438e+02  1.15783600e+02  1.19641371e+01  4.09385529e+01
  8.45255375e-01  1.42911415e+01 -3.06767821e+00  2.50739694e+00
 -3.15149283e+00  7.25452006e-01  8.28445625e+00 -5.08328342e+00
  4.32356691e+00 -5.75140953e+00 -2.69608760e+00 -6.09778309e+00
 -5.13384295e+00 -4.36678553e+00 -8.89322090e+00 -3.46578956e+00
 -7.31750393e+00 -2.00610781e+00 -2.95123756e-01  3.79427981e+00
  3.32753539e+00  4.38192272e+00  6.87181807e+00  1.92293847e+00
  4.42145777e+00  3.07327628e+00  3.13151932e+00  1.50248313e+00
  1.15715408e+00  3.19855779e-01  2.17198014e-01  2.93190622e+00
 -8.20112109e-01 -1.04827628e-01 -6.53096855e-01 -1.78636324e+00]",Anger
141,"[-2.4232410e+02  1.1396492e+02 -9.0763664e+01  4.7080795e+01
 -3.8874393e+01  3.1437227e+01 -1.2451894e+01  3.3341932e+00
 -8.3858051e+00 -9.0659056e+00 -7.2851934e-02 -9.8029528e+00
  1.0506389e+01 -1.3755755e+01  1.0501539e+01 -6.6770005e+00
  1.1933397e+00 -5.6227369e+00 -6.2735224e+00  4.3855462e+00
 -1.0189802e+01  5.3906136e+00 -7.0492997e+00  2.0304284e+00
 -3.7996116e+00 -4.5542617e+00  2.6291835e-01 -3.6140659e+00
  1.7095858e+00 -9.9986666e-01  4.2811317e+00 -5.3680003e-02
  5.2221284e+00  1.6433064e+00  8.7419504e-01  3.3532436e+00
  2.7890623e+00  5.5342736e+00  2.4830563e+00  5.8726220e+00]",Anger
142,"[-2.4319441e+02  1.0339092e+02 -6.2466991e+01  4.7507572e+01
 -2.5908520e+01  2.1556866e+01 -5.1043663e+00  8.5652514e+00
 -1.5003871e+01 -1.1706720e+01 -1.6779555e+00 -6.1571112e+00
  8.6979895e+00 -1.6874491e+01  9.8554125e+00 -7.2069235e+00
 -4.7255069e-01 -9.0033513e-01 -5.7917519e+00  2.5452962e+00
 -9.5175228e+00  4.3106956e+00 -5.3192225e+00 -2.5424567e-01
 -2.9558849e+00 -2.2154820e+00 -1.3549523e+00 -5.6486382e+00
 -4.4899860e-01 -4.0488863e+00  7.9192597e-01 -2.2941608e+00
  1.8330189e+00  2.7887113e-04 -9.0005763e-02  1.4462436e+00
 -4.2882302e-01  3.6301181e+00  2.1403623e+00  4.9372025e+00]",Anger
143,"[-2.04499924e+02  1.10937874e+02 -7.12434158e+01  5.92162132e+01
 -3.81744041e+01  2.40362759e+01 -1.41566210e+01  1.40601978e+01
 -1.06965408e+01 -8.39277458e+00  7.14625549e+00 -6.70280218e+00
  1.50621204e+01 -1.38958216e+01  1.33029823e+01 -5.16855478e+00
  1.36421412e-01 -1.05668330e+00 -6.61655855e+00  4.22423601e+00
 -8.76996708e+00  4.65726089e+00 -6.38979912e+00  5.59590876e-01
 -8.46912682e-01 -3.79362440e+00  7.12206185e-01  4.69280154e-01
  7.17491090e-01  2.02137485e-01  3.31893778e+00 -6.81710303e-01
  4.80617428e+00 -8.57767761e-01  2.36730242e+00  2.08669758e+00
  3.47270876e-01  4.76521969e+00  2.11564565e+00  5.57031536e+00]",Anger
144,"[-2.32498993e+02  1.02926186e+02 -6.80957413e+01  2.89386501e+01
 -2.93832722e+01  1.44753342e+01 -7.18987036e+00  4.01309109e+00
 -1.11481991e+01 -7.54022074e+00  2.32684612e+00 -7.39397049e+00
  6.24514437e+00 -1.38057508e+01  6.30280161e+00 -4.96848154e+00
 -2.42998314e+00 -6.48687887e+00 -6.54290628e+00  5.51308441e+00
 -6.68994904e+00  6.54270077e+00 -2.16710162e+00  4.79626369e+00
  5.65024614e+00  9.72830832e-01  3.98128104e+00  2.45101340e-02
  4.19768953e+00  3.01808453e+00  6.44346428e+00  2.84030819e+00
  1.84255242e+00 -6.70406401e-01  2.82011676e+00  4.61290979e+00
  1.28853333e+00  3.72627163e+00  9.04209495e-01  2.86824441e+00]",Anger
145,"[-4.5879855e+02  2.2800455e+01 -1.9454271e+01  1.8356949e+01
 -4.3064494e+00 -2.9078879e+00 -6.2145882e+00 -2.4162395e+00
 -6.1906056e+00  9.7206545e-01 -7.3375564e+00  3.1378322e+00
 -5.8520417e+00  6.7568212e+00 -1.4665236e+00  2.8100271e+00
  7.9188552e+00  7.2509942e+00  3.4139562e+00  4.7292671e+00
  1.1189774e+00  4.4164109e+00  1.6606655e+00  4.1765475e+00
  4.2476091e-01  1.1463916e+00 -9.4301307e-01  3.2120350e-01
 -1.7036299e+00 -7.1991026e-01 -1.1680382e+00  9.4976217e-01
  1.8960421e-01 -9.3817747e-01  7.2627437e-01  1.1179184e+00
  5.0172520e-01 -5.3639930e-01 -1.2432628e+00 -3.3847001e-01]",Anger
